schedule_type,threads_number,block_sizes(bytes),compile_time(s),compile_time(s)_std,decompile_time(s),decompile_time(s)_std
dynamic,1,1000,0.48910471067042477,20.253239999999998,0.2860013474268958,3.460736
dynamic,1,10000,1.8957082990270426,16.305500000000002,0.43921200532316956,3.5408920000000004
dynamic,1,100000,2.954422503637554,20.3435,1.6178070471567367,3.933144
dynamic,1,1000000,2.771746260572926,21.76824,0.5191569503242734,3.585968
dynamic,2,1000,0.9878699069209469,12.78224,1.1358829603000475,3.58118
dynamic,2,10000,0.5529893758744379,9.511604,0.5184450382345268,3.162782
dynamic,2,100000,1.7480590599290402,11.834019999999999,1.8688796083830548,4.006354
dynamic,2,1000000,1.4121892065158976,12.853100000000001,0.24438857471248526,2.91209
dynamic,4,1000,1.0507067885571126,7.863488000000001,0.5510570423558708,3.139874
dynamic,4,10000,0.13223298858454338,5.8445219999999996,0.5007267275670432,3.1091699999999998
dynamic,4,100000,0.2716077360275295,6.836718,0.4136221354932542,2.8293779999999997
dynamic,4,1000000,1.138790612746698,8.016174,0.07054475919584657,2.67752
dynamic,8,1000,0.5004356511280946,5.325982000000001,0.8856866561995839,3.405138
dynamic,8,10000,0.3967529784009189,4.433021999999999,0.23506745599933665,2.8221119999999997
dynamic,8,100000,0.2654520865052676,4.661104,0.43601401591003924,2.972502
dynamic,8,1000000,0.10459564508142799,4.882878,0.46531529151748263,2.833252
dynamic,16,1000,0.3576767878965588,3.96113,1.122670664188746,3.585454
dynamic,16,10000,3.5942442817412954,5.075324,2.4834668041328842,3.744984
dynamic,16,100000,1.833714026962765,4.689944,1.2773649899421857,3.333846
dynamic,16,1000000,2.556214899250452,5.07011,0.896813360320864,3.2174199999999997
dynamic,32,1000,0.6372647545800724,4.160266,0.14966274486324244,3.18534
dynamic,32,10000,0.5736956506458806,3.646582,0.1997906252305148,2.792314
dynamic,32,100000,0.3246955099011996,3.4512799999999997,1.297249042038575,3.370138
dynamic,32,1000000,0.692383881730359,3.912334,0.8906545701224466,2.9857240000000003
guided,1,1000,3.7908526794113224,22.61518,0.9827990355255747,4.397924
guided,1,10000,1.2342577214666304,16.04226,0.8661311800068162,3.5895559999999995
guided,1,100000,2.8464317191880797,21.33898,1.3194805070443445,4.416282
guided,1,1000000,1.8766491965735097,21.30058,1.222159800067078,3.7214300000000002
guided,2,1000,0.8195752253454227,12.7855,2.28708068402057,4.052922
guided,2,10000,0.22434130553689832,9.240967999999999,0.2756234084398492,2.918786
guided,2,100000,0.50077504730168,11.05066,0.4320495696329299,2.8890079999999996
guided,2,1000000,0.9703035468347003,12.39396,0.40605480541424455,3.02833
guided,4,1000,1.4101598661322061,8.152519999999999,0.2521501827681272,2.905728
guided,4,10000,0.13825923972740467,5.855142,0.35237218069819304,2.8960239999999997
guided,4,100000,0.17492273560060773,6.728275999999999,0.20495577905977655,2.757908
guided,4,1000000,0.3770679215605588,7.448682,0.4825402192874706,2.976034
guided,8,1000,0.4137691441250783,5.401154,0.5624304607238125,3.26543
guided,8,10000,1.7207693220388371,4.877902000000001,1.0824081753756296,3.2572020000000004
guided,8,100000,0.8135770589009992,5.007772,0.18733645382039235,2.708726
guided,8,1000000,0.2856797876469386,5.0149479999999995,0.3923771144320218,2.760116
guided,16,1000,0.5178466638687556,4.174406,0.6746641045587057,3.4524860000000004
guided,16,10000,0.6232433289093435,3.7862340000000003,0.6208024921261187,2.9913239999999996
guided,16,100000,0.1467120597633336,3.6659840000000004,0.7467700590878024,2.9726399999999997
guided,16,1000000,0.474898558294295,3.994878,0.5029865968691414,2.912716
guided,32,1000,1.5805787904340616,4.731122,0.8851427229944334,3.7234920000000002
guided,32,10000,0.3466131888431252,3.531136,0.3258372050119507,2.969002
guided,32,100000,0.5435967079738435,3.617762,0.41924575582824924,2.9245039999999998
guided,32,1000000,0.23700276418219285,3.718884,0.15396360956407865,2.736298
sequential,0,0,0.7929943391979539,20.577319999999997,0.16307401485215237,1.309992
static,1,1000,2.1593238228667775,22.70018,0.6861003254043829,3.8299779999999997
static,1,10000,1.1574210763589898,15.84864,0.21289930537697893,3.3300539999999996
static,1,100000,0.4298939497131815,18.69386,0.5306538027942511,3.3333120000000003
static,1,1000000,1.7182267292182374,21.35566,1.1574272996737203,4.3656060000000005
static,2,1000,2.366961963150232,13.734200000000001,0.28636257564493306,3.129436
static,2,10000,0.928434924930121,9.680204,2.5801770250372362,4.431034
static,2,100000,1.3420159157029397,11.621739999999999,0.8009731169146688,3.1366319999999996
static,2,1000000,1.3752833827978872,12.960739999999998,1.736157773409433,3.996008
static,4,1000,0.6813373969994599,7.86173,0.46430477325782477,3.170878
static,4,10000,0.8713370302299794,6.34849,0.3893688335884114,2.9092979999999997
static,4,100000,1.6085550334477217,7.552643999999999,0.5262530513925787,2.96124
static,4,1000000,0.31535222413992875,7.490118,0.4807818069041296,2.97047
static,8,1000,2.3807816231502623,6.156694,0.19871485216259008,3.032768
static,8,10000,0.8657771913258052,4.5933720000000005,0.19014658682185173,2.777016
static,8,100000,1.9364814174605445,6.153238,0.5082775284527145,2.8811139999999997
static,8,1000000,0.5109676625286578,5.11363,0.2698813860383855,2.7508559999999997
static,16,1000,1.7125719877803673,4.9204039999999996,2.939521648283951,4.319246
static,16,10000,1.3737493330480637,4.0898,1.0215769987524188,3.3617559999999997
static,16,100000,1.1134879484888915,4.103044,0.24462386713074438,2.775122
static,16,1000000,1.6821614099039366,4.740568,0.5028007030921894,2.877586
static,32,1000,1.4266047988844002,4.54709,0.39283021762588466,3.411116
static,32,10000,0.2738563301806261,3.448244,0.46103753778841056,2.94803
static,32,100000,0.2768736921955569,3.4564459999999997,1.0999701578133836,3.2867939999999995
static,32,1000000,0.5193730862973168,3.8044420000000003,0.5847378182399355,3.072546
